problem,instance_id,seed,n,k,r,invariant,rejected,status,timeout,memory_limited,error
pm_stb,pm_stb-n3k2-s94,94,3,2,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n3k2-s94,94,3,2,1,signatures,False,success,False,False,
pm_stb,pm_stb-n4k0-s89,89,4,0,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k0-s89,89,4,0,4,signatures,False,success,False,False,
pm_stb,pm_stb-n4k0-s773,773,4,0,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k0-s773,773,4,0,4,signatures,False,success,False,False,
pm_stb,pm_stb-n4k0-s654,654,4,0,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k0-s654,654,4,0,4,signatures,False,success,False,False,
pm_stb,pm_stb-n4k0-s438,438,4,0,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k0-s438,438,4,0,4,signatures,False,success,False,False,
pm_stb,pm_stb-n4k0-s433,433,4,0,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k0-s433,433,4,0,4,signatures,False,success,False,False,
pm_stb,pm_stb-n4k0-s858,858,4,0,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k0-s858,858,4,0,4,signatures,False,success,False,False,
pm_stb,pm_stb-n4k0-s85,85,4,0,4,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n4k0-s85,85,4,0,4,signatures,True,success,False,False,
pm_stb,pm_stb-n4k0-s697,697,4,0,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k0-s697,697,4,0,4,signatures,False,success,False,False,
pm_stb,pm_stb-n4k0-s201,201,4,0,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k0-s201,201,4,0,4,signatures,False,success,False,False,
pm_stb,pm_stb-n4k0-s94,94,4,0,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k0-s94,94,4,0,4,signatures,False,success,False,False,
pm_stb,pm_stb-n4k1-s89,89,4,1,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k1-s89,89,4,1,3,signatures,False,success,False,False,
pm_stb,pm_stb-n4k1-s773,773,4,1,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k1-s773,773,4,1,3,signatures,False,success,False,False,
pm_stb,pm_stb-n4k1-s654,654,4,1,3,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n4k1-s654,654,4,1,3,signatures,True,success,False,False,
pm_stb,pm_stb-n4k1-s438,438,4,1,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k1-s438,438,4,1,3,signatures,False,success,False,False,
pm_stb,pm_stb-n4k1-s433,433,4,1,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k1-s433,433,4,1,3,signatures,False,success,False,False,
pm_stb,pm_stb-n4k1-s858,858,4,1,3,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n4k1-s858,858,4,1,3,signatures,True,success,False,False,
pm_stb,pm_stb-n4k1-s85,85,4,1,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k1-s85,85,4,1,3,signatures,False,success,False,False,
pm_stb,pm_stb-n4k1-s697,697,4,1,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k1-s697,697,4,1,3,signatures,False,success,False,False,
pm_stb,pm_stb-n4k1-s201,201,4,1,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k1-s201,201,4,1,3,signatures,False,success,False,False,
pm_stb,pm_stb-n4k1-s94,94,4,1,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k1-s94,94,4,1,3,signatures,False,success,False,False,
pm_stb,pm_stb-n4k2-s89,89,4,2,2,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k2-s89,89,4,2,2,signatures,False,success,False,False,
pm_stb,pm_stb-n4k2-s773,773,4,2,2,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k2-s773,773,4,2,2,signatures,False,success,False,False,
pm_stb,pm_stb-n4k2-s654,654,4,2,2,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k2-s654,654,4,2,2,signatures,False,success,False,False,
pm_stb,pm_stb-n4k2-s438,438,4,2,2,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k2-s438,438,4,2,2,signatures,False,success,False,False,
pm_stb,pm_stb-n4k2-s433,433,4,2,2,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k2-s433,433,4,2,2,signatures,False,success,False,False,
pm_stb,pm_stb-n4k2-s858,858,4,2,2,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n4k2-s858,858,4,2,2,signatures,False,success,False,False,
pm_stb,pm_stb-n4k2-s85,85,4,2,2,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n4k2-s85,85,4,2,2,signatures,True,success,False,False,
pm_stb,pm_stb-n4k2-s697,697,4,2,2,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k2-s697,697,4,2,2,signatures,False,success,False,False,
pm_stb,pm_stb-n4k2-s201,201,4,2,2,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k2-s201,201,4,2,2,signatures,False,success,False,False,
pm_stb,pm_stb-n4k2-s94,94,4,2,2,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n4k2-s94,94,4,2,2,signatures,False,success,False,False,
pm_stb,pm_stb-n4k3-s89,89,4,3,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k3-s89,89,4,3,1,signatures,False,success,False,False,
pm_stb,pm_stb-n4k3-s773,773,4,3,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k3-s773,773,4,3,1,signatures,False,success,False,False,
pm_stb,pm_stb-n4k3-s654,654,4,3,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k3-s654,654,4,3,1,signatures,False,success,False,False,
pm_stb,pm_stb-n4k3-s438,438,4,3,1,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n4k3-s438,438,4,3,1,signatures,True,success,False,False,
pm_stb,pm_stb-n4k3-s433,433,4,3,1,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n4k3-s433,433,4,3,1,signatures,True,success,False,False,
pm_stb,pm_stb-n4k3-s858,858,4,3,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k3-s858,858,4,3,1,signatures,False,success,False,False,
pm_stb,pm_stb-n4k3-s85,85,4,3,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k3-s85,85,4,3,1,signatures,False,success,False,False,
pm_stb,pm_stb-n4k3-s697,697,4,3,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k3-s697,697,4,3,1,signatures,False,success,False,False,
pm_stb,pm_stb-n4k3-s201,201,4,3,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n4k3-s201,201,4,3,1,signatures,False,success,False,False,
pm_stb,pm_stb-n4k3-s94,94,4,3,1,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n4k3-s94,94,4,3,1,signatures,True,success,False,False,
pm_stb,pm_stb-n5k0-s89,89,5,0,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k0-s89,89,5,0,5,signatures,False,success,False,False,
pm_stb,pm_stb-n5k0-s773,773,5,0,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k0-s773,773,5,0,5,signatures,False,success,False,False,
pm_stb,pm_stb-n5k0-s654,654,5,0,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k0-s654,654,5,0,5,signatures,False,success,False,False,
pm_stb,pm_stb-n5k0-s438,438,5,0,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k0-s438,438,5,0,5,signatures,False,success,False,False,
pm_stb,pm_stb-n5k0-s433,433,5,0,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k0-s433,433,5,0,5,signatures,False,success,False,False,
pm_stb,pm_stb-n5k0-s858,858,5,0,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k0-s858,858,5,0,5,signatures,False,success,False,False,
pm_stb,pm_stb-n5k0-s85,85,5,0,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k0-s85,85,5,0,5,signatures,False,success,False,False,
pm_stb,pm_stb-n5k0-s697,697,5,0,5,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n5k0-s697,697,5,0,5,signatures,True,success,False,False,
pm_stb,pm_stb-n5k0-s201,201,5,0,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k0-s201,201,5,0,5,signatures,False,success,False,False,
pm_stb,pm_stb-n5k0-s94,94,5,0,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k0-s94,94,5,0,5,signatures,False,success,False,False,
pm_stb,pm_stb-n5k1-s89,89,5,1,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k1-s89,89,5,1,4,signatures,False,success,False,False,
pm_stb,pm_stb-n5k1-s773,773,5,1,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k1-s773,773,5,1,4,signatures,False,success,False,False,
pm_stb,pm_stb-n5k1-s654,654,5,1,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k1-s654,654,5,1,4,signatures,False,success,False,False,
pm_stb,pm_stb-n5k1-s438,438,5,1,4,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n5k1-s438,438,5,1,4,signatures,True,success,False,False,
pm_stb,pm_stb-n5k1-s433,433,5,1,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k1-s433,433,5,1,4,signatures,False,success,False,False,
pm_stb,pm_stb-n5k1-s858,858,5,1,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k1-s858,858,5,1,4,signatures,False,success,False,False,
pm_stb,pm_stb-n5k1-s85,85,5,1,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k1-s85,85,5,1,4,signatures,False,success,False,False,
pm_stb,pm_stb-n5k1-s697,697,5,1,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k1-s697,697,5,1,4,signatures,False,success,False,False,
pm_stb,pm_stb-n5k1-s201,201,5,1,4,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n5k1-s201,201,5,1,4,signatures,True,success,False,False,
pm_stb,pm_stb-n5k1-s94,94,5,1,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k1-s94,94,5,1,4,signatures,False,success,False,False,
pm_stb,pm_stb-n5k2-s89,89,5,2,3,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n5k2-s89,89,5,2,3,signatures,True,success,False,False,
pm_stb,pm_stb-n5k2-s773,773,5,2,3,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n5k2-s773,773,5,2,3,signatures,True,success,False,False,
pm_stb,pm_stb-n5k2-s654,654,5,2,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k2-s654,654,5,2,3,signatures,False,success,False,False,
pm_stb,pm_stb-n5k2-s438,438,5,2,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k2-s438,438,5,2,3,signatures,False,success,False,False,
pm_stb,pm_stb-n5k2-s433,433,5,2,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k2-s433,433,5,2,3,signatures,False,success,False,False,
pm_stb,pm_stb-n5k2-s858,858,5,2,3,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n5k2-s858,858,5,2,3,signatures,True,success,False,False,
pm_stb,pm_stb-n5k2-s85,85,5,2,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k2-s85,85,5,2,3,signatures,False,success,False,False,
pm_stb,pm_stb-n5k2-s697,697,5,2,3,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n5k2-s697,697,5,2,3,signatures,True,success,False,False,
pm_stb,pm_stb-n5k2-s201,201,5,2,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k2-s201,201,5,2,3,signatures,False,success,False,False,
pm_stb,pm_stb-n5k2-s94,94,5,2,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k2-s94,94,5,2,3,signatures,False,success,False,False,
pm_stb,pm_stb-n5k3-s89,89,5,3,2,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k3-s89,89,5,3,2,signatures,False,success,False,False,
pm_stb,pm_stb-n5k3-s773,773,5,3,2,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n5k3-s773,773,5,3,2,signatures,True,success,False,False,
pm_stb,pm_stb-n5k3-s654,654,5,3,2,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k3-s654,654,5,3,2,signatures,False,success,False,False,
pm_stb,pm_stb-n5k3-s438,438,5,3,2,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k3-s438,438,5,3,2,signatures,False,success,False,False,
pm_stb,pm_stb-n5k3-s433,433,5,3,2,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k3-s433,433,5,3,2,signatures,False,success,False,False,
pm_stb,pm_stb-n5k3-s858,858,5,3,2,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k3-s858,858,5,3,2,signatures,False,success,False,False,
pm_stb,pm_stb-n5k3-s85,85,5,3,2,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k3-s85,85,5,3,2,signatures,False,success,False,False,
pm_stb,pm_stb-n5k3-s697,697,5,3,2,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k3-s697,697,5,3,2,signatures,False,success,False,False,
pm_stb,pm_stb-n5k3-s201,201,5,3,2,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n5k3-s201,201,5,3,2,signatures,True,success,False,False,
pm_stb,pm_stb-n5k3-s94,94,5,3,2,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n5k3-s94,94,5,3,2,signatures,True,success,False,False,
pm_stb,pm_stb-n5k4-s89,89,5,4,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k4-s89,89,5,4,1,signatures,False,success,False,False,
pm_stb,pm_stb-n5k4-s773,773,5,4,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k4-s773,773,5,4,1,signatures,False,success,False,False,
pm_stb,pm_stb-n5k4-s654,654,5,4,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k4-s654,654,5,4,1,signatures,False,success,False,False,
pm_stb,pm_stb-n5k4-s438,438,5,4,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k4-s438,438,5,4,1,signatures,False,success,False,False,
pm_stb,pm_stb-n5k4-s433,433,5,4,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k4-s433,433,5,4,1,signatures,False,success,False,False,
pm_stb,pm_stb-n5k4-s858,858,5,4,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k4-s858,858,5,4,1,signatures,False,success,False,False,
pm_stb,pm_stb-n5k4-s85,85,5,4,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k4-s85,85,5,4,1,signatures,False,success,False,False,
pm_stb,pm_stb-n5k4-s697,697,5,4,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k4-s697,697,5,4,1,signatures,False,success,False,False,
pm_stb,pm_stb-n5k4-s201,201,5,4,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k4-s201,201,5,4,1,signatures,False,success,False,False,
pm_stb,pm_stb-n5k4-s94,94,5,4,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n5k4-s94,94,5,4,1,signatures,False,success,False,False,
pm_stb,pm_stb-n6k0-s89,89,6,0,6,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k0-s89,89,6,0,6,signatures,False,success,False,False,
pm_stb,pm_stb-n6k0-s773,773,6,0,6,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n6k0-s773,773,6,0,6,signatures,True,success,False,False,
pm_stb,pm_stb-n6k0-s654,654,6,0,6,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k0-s654,654,6,0,6,signatures,False,success,False,False,
pm_stb,pm_stb-n6k0-s438,438,6,0,6,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k0-s438,438,6,0,6,signatures,False,success,False,False,
pm_stb,pm_stb-n6k0-s433,433,6,0,6,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k0-s433,433,6,0,6,signatures,False,success,False,False,
pm_stb,pm_stb-n6k0-s858,858,6,0,6,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n6k0-s858,858,6,0,6,signatures,True,success,False,False,
pm_stb,pm_stb-n6k0-s85,85,6,0,6,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k0-s85,85,6,0,6,signatures,False,success,False,False,
pm_stb,pm_stb-n6k0-s697,697,6,0,6,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n6k0-s697,697,6,0,6,signatures,True,success,False,False,
pm_stb,pm_stb-n6k0-s201,201,6,0,6,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k0-s201,201,6,0,6,signatures,False,success,False,False,
pm_stb,pm_stb-n6k0-s94,94,6,0,6,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n6k0-s94,94,6,0,6,signatures,True,success,False,False,
pm_stb,pm_stb-n6k1-s89,89,6,1,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k1-s89,89,6,1,5,signatures,False,success,False,False,
pm_stb,pm_stb-n6k1-s773,773,6,1,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k1-s773,773,6,1,5,signatures,False,success,False,False,
pm_stb,pm_stb-n6k1-s654,654,6,1,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k1-s654,654,6,1,5,signatures,False,success,False,False,
pm_stb,pm_stb-n6k1-s438,438,6,1,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k1-s438,438,6,1,5,signatures,False,success,False,False,
pm_stb,pm_stb-n6k1-s433,433,6,1,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k1-s433,433,6,1,5,signatures,False,success,False,False,
pm_stb,pm_stb-n6k1-s858,858,6,1,5,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n6k1-s858,858,6,1,5,signatures,True,success,False,False,
pm_stb,pm_stb-n6k1-s85,85,6,1,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k1-s85,85,6,1,5,signatures,False,success,False,False,
pm_stb,pm_stb-n6k1-s697,697,6,1,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k1-s697,697,6,1,5,signatures,False,success,False,False,
pm_stb,pm_stb-n6k1-s201,201,6,1,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k1-s201,201,6,1,5,signatures,False,success,False,False,
pm_stb,pm_stb-n6k1-s94,94,6,1,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k1-s94,94,6,1,5,signatures,False,success,False,False,
pm_stb,pm_stb-n6k2-s89,89,6,2,4,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n6k2-s89,89,6,2,4,signatures,True,success,False,False,
pm_stb,pm_stb-n6k2-s773,773,6,2,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k2-s773,773,6,2,4,signatures,False,success,False,False,
pm_stb,pm_stb-n6k2-s654,654,6,2,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k2-s654,654,6,2,4,signatures,False,success,False,False,
pm_stb,pm_stb-n6k2-s438,438,6,2,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k2-s438,438,6,2,4,signatures,False,success,False,False,
pm_stb,pm_stb-n6k2-s433,433,6,2,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k2-s433,433,6,2,4,signatures,False,success,False,False,
pm_stb,pm_stb-n6k2-s858,858,6,2,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k2-s858,858,6,2,4,signatures,False,success,False,False,
pm_stb,pm_stb-n6k2-s85,85,6,2,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k2-s85,85,6,2,4,signatures,False,success,False,False,
pm_stb,pm_stb-n6k2-s697,697,6,2,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k2-s697,697,6,2,4,signatures,False,success,False,False,
pm_stb,pm_stb-n6k2-s201,201,6,2,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k2-s201,201,6,2,4,signatures,False,success,False,False,
pm_stb,pm_stb-n6k2-s94,94,6,2,4,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n6k2-s94,94,6,2,4,signatures,True,success,False,False,
pm_stb,pm_stb-n6k3-s89,89,6,3,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k3-s89,89,6,3,3,signatures,False,success,False,False,
pm_stb,pm_stb-n6k3-s773,773,6,3,3,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n6k3-s773,773,6,3,3,signatures,True,success,False,False,
pm_stb,pm_stb-n6k3-s654,654,6,3,3,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n6k3-s654,654,6,3,3,signatures,True,success,False,False,
pm_stb,pm_stb-n6k3-s438,438,6,3,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k3-s438,438,6,3,3,signatures,False,success,False,False,
pm_stb,pm_stb-n6k3-s433,433,6,3,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k3-s433,433,6,3,3,signatures,False,success,False,False,
pm_stb,pm_stb-n6k3-s858,858,6,3,3,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n6k3-s858,858,6,3,3,signatures,True,success,False,False,
pm_stb,pm_stb-n6k3-s85,85,6,3,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k3-s85,85,6,3,3,signatures,False,success,False,False,
pm_stb,pm_stb-n6k3-s697,697,6,3,3,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n6k3-s697,697,6,3,3,signatures,True,success,False,False,
pm_stb,pm_stb-n6k3-s201,201,6,3,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k3-s201,201,6,3,3,signatures,False,success,False,False,
pm_stb,pm_stb-n6k3-s94,94,6,3,3,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n6k3-s94,94,6,3,3,signatures,True,success,False,False,
pm_stb,pm_stb-n6k4-s89,89,6,4,2,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n6k4-s89,89,6,4,2,signatures,False,success,False,False,
pm_stb,pm_stb-n6k4-s773,773,6,4,2,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n6k4-s773,773,6,4,2,signatures,True,success,False,False,
pm_stb,pm_stb-n6k4-s654,654,6,4,2,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n6k4-s654,654,6,4,2,signatures,True,success,False,False,
pm_stb,pm_stb-n6k4-s438,438,6,4,2,linear_dependency,True,success,False,False,
